---,Elapsed Time,Time.,Channel No.,---.1,CH010,CH011,CH012,CH014,CH015,CH016,CH017,CH018,CH019,CH021,CH022,CH023,CH024,CH025,CH027,CH000,CH001
199,38.5,2018/02/13 08:49:01,2018/02/13,08:49:01,41,65,31,131,14,38,65,19,8,29,17,29,31,43,46,15.0,11.3
200,38.694,2018/02/13 09:00:41,2018/02/13,09:00:41,41,64,31,132,13,38,65,18,7,29,17,30,31,43,46,15.0,11.6
201,38.889,2018/02/13 09:12:21,2018/02/13,09:12:21,41,65,31,131,14,38,65,19,8,29,17,29,31,43,47,15.0,11.7
202,39.083,2018/02/13 09:24:01,2018/02/13,09:24:01,41,65,32,132,13,38,66,19,8,29,17,30,31,43,46,15.0,11.8
203,39.278,2018/02/13 09:35:41,2018/02/13,09:35:41,41,65,32,132,13,38,66,19,8,29,17,30,31,44,46,15.0,12.2
204,39.472,2018/02/13 09:47:21,2018/02/13,09:47:21,41,65,32,136,13,38,66,19,8,29,17,29,31,44,47,15.0,12.6
205,39.667,2018/02/13 09:59:01,2018/02/13,09:59:01,41,65,32,136,14,38,66,19,8,29,17,30,31,44,47,15.0,12.9
206,39.861,2018/02/13 10:10:41,2018/02/13,10:10:41,42,66,32,136,14,38,66,19,8,29,17,30,32,44,47,15.0,13.2
207,40.056,2018/02/13 10:22:21,2018/02/13,10:22:21,41,66,32,136,13,38,66,20,9,29,17,30,32,44,47,15.0,13.3
208,40.25,2018/02/13 10:34:01,2018/02/13,10:34:01,42,66,32,137,14,39,66,19,8,29,17,30,31,44,47,15.0,13.4
209,40.444,2018/02/13 10:45:41,2018/02/13,10:45:41,42,66,32,139,14,39,66,20,9,29,17,30,32,45,47,15.0,13.7
210,40.639,2018/02/13 10:57:21,2018/02/13,10:57:21,41,66,33,138,14,39,66,19,9,30,17,30,32,45,47,15.0,14.5
211,40.833,2018/02/13 11:09:01,2018/02/13,11:09:01,42,66,32,139,14,39,67,19,9,29,17,30,32,45,47,15.0,15.0
212,41.028,2018/02/13 11:20:41,2018/02/13,11:20:41,42,66,33,139,14,39,66,19,9,29,17,30,32,45,47,15.0,15.1
213,41.222,2018/02/13 11:32:21,2018/02/13,11:32:21,42,66,33,139,14,39,66,19,9,30,17,31,32,45,48,15.0,15.3
214,41.417,2018/02/13 11:44:01,2018/02/13,11:44:01,42,67,33,139,14,39,67,20,10,30,17,30,32,45,48,15.0,15.4
215,41.611000000000004,2018/02/13 11:55:41,2018/02/13,11:55:41,42,67,34,141,14,40,67,20,10,30,17,30,32,45,48,15.0,15.6
216,41.806000000000004,2018/02/13 12:07:21,2018/02/13,12:07:21,42,67,33,144,14,39,67,20,9,30,17,31,32,46,48,14.9,15.7
217,42.0,2018/02/13 12:19:01,2018/02/13,12:19:01,42,67,33,145,14,39,67,20,10,30,17,31,32,45,48,15.0,16.1
218,42.193999999999996,2018/02/13 12:30:41,2018/02/13,12:30:41,42,67,34,145,14,40,67,19,10,30,17,31,32,45,48,14.9,16.3
219,42.388999999999996,2018/02/13 12:42:21,2018/02/13,12:42:21,43,67,34,145,15,39,67,20,12,30,17,30,32,46,48,14.9,16.6
220,42.583,2018/02/13 12:54:01,2018/02/13,12:54:01,42,67,33,143,15,40,68,20,12,30,17,31,33,45,48,14.9,16.9
221,42.778,2018/02/13 13:05:41,2018/02/13,13:05:41,42,67,34,136,14,40,67,20,21,30,17,31,33,45,49,14.9,17.2
222,42.972,2018/02/13 13:17:21,2018/02/13,13:17:21,42,68,34,137,14,40,67,20,19,30,17,31,33,45,49,14.9,17.4
223,43.167,2018/02/13 13:29:01,2018/02/13,13:29:01,43,68,34,138,14,40,67,20,19,30,17,31,33,45,49,14.9,17.5
224,43.361000000000004,2018/02/13 13:40:41,2018/02/13,13:40:41,43,67,34,138,15,40,67,20,19,30,17,31,33,46,49,14.8,17.5
225,43.556000000000004,2018/02/13 13:52:21,2018/02/13,13:52:21,43,68,34,138,14,41,68,20,19,30,17,31,33,46,49,14.9,17.5
226,43.75,2018/02/13 14:04:01,2018/02/13,14:04:01,43,68,34,138,14,40,67,20,19,31,17,31,33,46,49,14.9,17.3
227,43.943999999999996,2018/02/13 14:15:41,2018/02/13,14:15:41,43,68,34,139,15,40,68,20,18,31,17,31,33,46,49,14.9,17.0
228,44.138999999999996,2018/02/13 14:27:21,2018/02/13,14:27:21,43,68,34,138,14,40,68,20,17,30,17,31,33,46,49,14.9,16.8
229,44.333,2018/02/13 14:39:01,2018/02/13,14:39:01,43,68,34,138,14,40,68,19,18,31,17,31,33,46,49,14.9,16.8
230,44.528,2018/02/13 14:50:41,2018/02/13,14:50:41,43,69,34,138,14,40,68,20,17,31,17,31,33,46,50,14.9,16.7
231,44.722,2018/02/13 15:02:21,2018/02/13,15:02:21,43,69,34,138,14,40,68,20,18,31,17,31,33,46,50,14.9,16.8
232,44.917,2018/02/13 15:14:01,2018/02/13,15:14:01,43,69,34,138,14,41,68,20,17,31,17,31,33,46,49,14.9,16.8
233,45.111000000000004,2018/02/13 15:25:41,2018/02/13,15:25:41,43,69,34,139,14,41,68,20,17,31,17,31,33,46,49,14.9,16.8
234,45.306000000000004,2018/02/13 15:37:21,2018/02/13,15:37:21,43,69,34,139,14,41,68,20,17,31,17,31,33,46,49,14.9,16.7
235,45.5,2018/02/13 15:49:01,2018/02/13,15:49:01,43,69,34,139,14,40,68,20,17,31,17,31,33,47,49,14.9,16.6
236,45.693999999999996,2018/02/13 16:00:41,2018/02/13,16:00:41,44,69,34,139,14,41,69,20,17,30,17,32,33,47,50,14.8,16.6
237,45.888999999999996,2018/02/13 16:12:21,2018/02/13,16:12:21,43,70,34,139,14,41,69,20,18,31,17,31,33,47,50,14.8,16.7
238,46.083,2018/02/13 16:24:01,2018/02/13,16:24:01,43,70,34,138,14,41,69,20,18,31,17,31,33,47,50,14.9,16.8
239,46.278,2018/02/13 16:35:41,2018/02/13,16:35:41,43,69,34,139,14,41,69,20,18,31,17,31,33,47,50,14.8,17.0
240,46.472,2018/02/13 16:47:21,2018/02/13,16:47:21,44,70,34,139,15,41,69,20,18,31,17,32,34,47,50,14.9,17.2
241,46.667,2018/02/13 16:59:01,2018/02/13,16:59:01,43,71,34,139,15,41,69,21,18,31,17,31,33,47,50,14.9,17.3
242,46.861000000000004,2018/02/13 17:10:41,2018/02/13,17:10:41,43,102,34,139,14,41,69,20,18,31,18,32,33,47,50,14.9,17.5
243,47.056000000000004,2018/02/13 17:22:21,2018/02/13,17:22:21,44,105,35,139,14,41,69,20,18,31,17,31,33,47,51,14.8,17.4
244,47.25,2018/02/13 17:34:01,2018/02/13,17:34:01,43,113,35,139,15,41,69,20,18,31,17,32,33,47,50,14.9,17.3
245,47.443999999999996,2018/02/13 17:45:41,2018/02/13,17:45:41,44,114,35,139,15,42,69,20,18,31,17,32,34,47,51,14.9,16.9
246,47.638999999999996,2018/02/13 17:57:21,2018/02/13,17:57:21,43,114,35,139,14,42,69,20,18,31,17,32,34,47,51,14.9,16.5
247,47.833,2018/02/13 18:09:01,2018/02/13,18:09:01,44,113,35,139,14,42,69,20,17,31,17,32,34,48,50,14.9,16.1
248,48.028,2018/02/13 18:20:41,2018/02/13,18:20:41,43,113,35,139,15,41,69,20,17,31,17,31,33,47,50,14.9,15.7
249,48.222,2018/02/13 18:32:21,2018/02/13,18:32:21,44,114,35,139,14,42,69,20,17,32,17,31,33,47,51,14.9,15.3
250,48.417,2018/02/13 18:44:01,2018/02/13,18:44:01,44,114,35,139,14,42,69,20,17,31,17,31,33,48,51,14.9,14.9
251,48.611000000000004,2018/02/13 18:55:41,2018/02/13,18:55:41,43,114,35,138,14,41,69,20,16,31,17,32,33,47,51,14.9,14.6
252,48.806000000000004,2018/02/13 19:07:21,2018/02/13,19:07:21,43,114,35,139,14,41,69,19,16,31,17,31,33,47,51,14.9,14.3
253,49.0,2018/02/13 19:19:01,2018/02/13,19:19:01,43,114,35,139,14,41,69,20,16,31,17,31,33,47,51,14.9,13.9
254,49.193999999999996,2018/02/13 19:30:41,2018/02/13,19:30:41,44,114,35,139,14,41,69,20,16,31,17,31,33,47,51,14.9,13.6
255,49.388999999999996,2018/02/13 19:42:21,2018/02/13,19:42:21,43,114,35,138,14,42,70,20,16,31,17,32,33,47,51,14.9,13.6
256,49.583,2018/02/13 19:54:01,2018/02/13,19:54:01,44,114,35,138,14,41,70,20,15,31,17,31,33,47,51,14.9,13.3
257,49.778,2018/02/13 20:05:41,2018/02/13,20:05:41,44,114,35,138,14,41,69,20,16,31,17,31,33,47,51,14.9,13.1
258,49.972,2018/02/13 20:17:21,2018/02/13,20:17:21,44,114,35,139,14,41,69,20,15,31,17,32,34,47,51,14.9,13.0
259,50.167,2018/02/13 20:29:01,2018/02/13,20:29:01,43,114,35,138,14,41,69,20,15,32,17,32,33,47,51,14.9,12.8
260,50.361000000000004,2018/02/13 20:40:41,2018/02/13,20:40:41,43,115,35,138,14,41,69,20,15,31,17,31,33,47,51,14.9,12.8
261,50.556000000000004,2018/02/13 20:52:21,2018/02/13,20:52:21,44,114,35,138,14,41,69,20,14,31,17,31,33,47,51,14.9,12.6
262,50.75,2018/02/13 21:04:01,2018/02/13,21:04:01,44,115,35,139,14,41,69,20,15,31,17,32,33,47,51,14.9,12.4
263,50.943999999999996,2018/02/13 21:15:41,2018/02/13,21:15:41,44,115,35,138,14,41,70,20,14,31,17,32,33,48,52,14.9,12.5
264,51.138999999999996,2018/02/13 21:27:21,2018/02/13,21:27:21,44,114,35,139,14,41,70,19,14,32,17,31,33,48,51,14.9,13.1
265,51.333,2018/02/13 21:39:01,2018/02/13,21:39:01,44,115,35,139,14,42,70,20,14,31,17,31,34,48,51,14.9,13.1
266,51.528,2018/02/13 21:50:41,2018/02/13,21:50:41,44,115,35,139,14,42,69,20,14,31,17,31,33,48,52,14.9,12.8
267,51.722,2018/02/13 22:02:21,2018/02/13,22:02:21,44,115,35,139,14,42,70,20,14,31,16,31,33,48,52,14.9,12.7
268,51.917,2018/02/13 22:14:01,2018/02/13,22:14:01,44,115,35,139,14,41,70,20,14,31,17,31,33,47,52,14.9,12.4
269,52.111000000000004,2018/02/13 22:25:41,2018/02/13,22:25:41,44,115,35,139,14,41,70,20,14,31,17,31,33,48,52,14.9,12.3
270,52.306000000000004,2018/02/13 22:37:21,2018/02/13,22:37:21,44,115,35,139,14,42,70,20,14,31,17,32,33,48,52,14.9,12.2
271,52.5,2018/02/13 22:49:01,2018/02/13,22:49:01,44,115,36,139,14,42,70,20,14,32,17,32,34,48,52,14.9,12.0
272,52.693999999999996,2018/02/13 23:00:41,2018/02/13,23:00:41,44,116,35,138,14,42,70,20,14,31,17,31,34,48,52,14.9,12.1
273,52.888999999999996,2018/02/13 23:12:21,2018/02/13,23:12:21,44,115,35,139,14,42,70,20,14,32,16,31,34,48,52,14.9,12.0
274,53.083,2018/02/13 23:24:01,2018/02/13,23:24:01,44,116,36,139,14,42,70,20,14,32,17,31,33,48,52,14.9,11.8
275,53.278,2018/02/13 23:35:41,2018/02/13,23:35:41,44,116,35,139,14,42,70,20,14,31,17,32,33,48,52,14.9,11.8
276,53.472,2018/02/13 23:47:21,2018/02/13,23:47:21,45,115,36,138,14,42,70,20,14,32,17,32,33,48,52,14.9,11.7
277,53.667,2018/02/13 23:59:01,2018/02/13,23:59:01,45,115,36,138,14,42,70,20,14,32,17,32,34,48,52,14.9,11.7
278,53.861000000000004,2018/02/14 00:10:41,2018/02/14,00:10:41,44,116,35,139,14,42,71,20,14,32,17,32,33,48,52,14.9,11.7
279,54.056000000000004,2018/02/14 00:22:21,2018/02/14,00:22:21,45,116,35,139,14,42,70,20,14,32,17,32,34,49,53,14.9,11.5
280,54.25,2018/02/14 00:34:01,2018/02/14,00:34:01,44,116,35,139,14,42,71,20,14,32,17,32,34,48,52,14.9,11.6
281,54.443999999999996,2018/02/14 00:45:41,2018/02/14,00:45:41,44,116,35,139,14,42,71,20,14,32,17,32,34,48,52,14.9,11.4
282,54.638999999999996,2018/02/14 00:57:21,2018/02/14,00:57:21,44,116,36,139,14,42,70,20,14,32,17,32,34,48,53,14.9,11.3
283,54.833,2018/02/14 01:09:01,2018/02/14,01:09:01,44,116,36,139,14,42,70,20,14,32,17,32,34,49,52,14.9,11.2
284,55.028,2018/02/14 01:20:41,2018/02/14,01:20:41,44,116,35,139,14,42,71,20,14,32,17,32,33,49,53,14.9,11.3
285,55.222,2018/02/14 01:32:21,2018/02/14,01:32:21,45,116,36,139,14,42,71,20,13,32,17,32,34,49,52,14.9,12.0
286,55.417,2018/02/14 01:44:01,2018/02/14,01:44:01,44,116,36,139,13,42,71,20,13,32,17,32,34,48,53,14.9,12.1
287,55.611000000000004,2018/02/14 01:55:41,2018/02/14,01:55:41,45,117,36,139,14,42,70,21,14,32,17,31,34,49,53,14.9,11.8
288,55.806000000000004,2018/02/14 02:07:21,2018/02/14,02:07:21,45,117,35,139,14,43,71,20,13,32,17,32,34,49,53,14.9,11.8
289,56.0,2018/02/14 02:19:01,2018/02/14,02:19:01,45,117,36,139,14,42,71,20,13,32,17,32,34,49,53,14.8,11.5
290,56.193999999999996,2018/02/14 02:30:41,2018/02/14,02:30:41,45,117,36,139,14,42,71,20,14,32,17,32,33,48,53,14.9,11.5
291,56.388999999999996,2018/02/14 02:42:21,2018/02/14,02:42:21,45,117,36,139,14,42,71,20,13,32,17,32,34,49,53,14.9,11.3
292,56.583,2018/02/14 02:54:01,2018/02/14,02:54:01,45,117,36,139,14,42,71,20,13,32,17,32,34,49,53,14.9,11.2
293,56.778,2018/02/14 03:05:41,2018/02/14,03:05:41,44,117,36,139,14,42,71,20,13,32,17,32,34,49,53,14.9,11.3
294,56.972,2018/02/14 03:17:21,2018/02/14,03:17:21,45,117,36,139,14,43,71,20,13,32,17,32,34,49,53,14.9,11.1
295,57.167,2018/02/14 03:29:01,2018/02/14,03:29:01,45,117,36,139,14,42,71,20,14,32,17,32,34,49,53,14.9,11.0
296,57.361000000000004,2018/02/14 03:40:41,2018/02/14,03:40:41,45,117,36,139,14,43,71,20,13,32,17,33,34,49,53,14.9,11.0
297,57.556000000000004,2018/02/14 03:52:21,2018/02/14,03:52:21,45,117,36,139,15,43,72,21,12,32,17,32,34,49,53,14.9,10.8
298,57.75,2018/02/14 04:04:01,2018/02/14,04:04:01,45,117,36,139,14,43,71,20,13,32,17,32,33,49,53,14.9,10.9
299,57.943999999999996,2018/02/14 04:15:41,2018/02/14,04:15:41,45,117,36,139,14,43,71,20,13,32,17,32,34,49,53,14.9,10.8
300,58.138999999999996,2018/02/14 04:27:21,2018/02/14,04:27:21,45,118,36,139,14,43,71,20,13,32,17,32,34,49,53,14.9,10.7
301,58.333,2018/02/14 04:39:01,2018/02/14,04:39:01,45,117,36,139,14,43,72,20,13,32,17,32,34,50,54,14.9,10.6
302,58.528,2018/02/14 04:50:41,2018/02/14,04:50:41,45,118,37,140,13,43,71,20,12,32,17,32,34,50,54,14.9,10.5
303,58.722,2018/02/14 05:02:21,2018/02/14,05:02:21,45,117,36,139,14,43,71,20,13,33,17,32,34,49,54,14.9,10.4
304,58.917,2018/02/14 05:14:01,2018/02/14,05:14:01,45,117,36,139,14,43,71,20,12,33,17,32,34,50,54,14.9,10.3
305,59.111000000000004,2018/02/14 05:25:41,2018/02/14,05:25:41,45,118,36,140,14,43,72,20,12,32,17,33,34,50,54,14.8,10.7
306,59.306000000000004,2018/02/14 05:37:21,2018/02/14,05:37:21,45,117,36,140,14,43,71,20,12,33,17,33,35,50,54,14.9,11.5
307,59.5,2018/02/14 05:49:01,2018/02/14,05:49:01,45,117,37,139,14,43,72,20,12,32,17,32,35,50,54,14.9,11.8
308,59.693999999999996,2018/02/14 06:00:41,2018/02/14,06:00:41,45,117,36,140,14,43,72,21,12,32,17,33,34,50,54,14.9,11.7
309,59.888999999999996,2018/02/14 06:12:21,2018/02/14,06:12:21,45,117,36,140,14,43,72,20,12,32,17,32,34,50,54,14.9,11.6
310,60.083,2018/02/14 06:24:01,2018/02/14,06:24:01,45,118,37,140,14,43,72,21,12,33,17,33,34,50,54,14.9,11.7
311,60.278,2018/02/14 06:35:41,2018/02/14,06:35:41,45,118,36,140,14,43,72,20,12,33,17,33,34,50,54,14.9,11.8
312,60.472,2018/02/14 06:47:21,2018/02/14,06:47:21,46,118,37,140,14,43,72,21,12,33,17,33,34,50,55,14.9,11.8
313,60.667,2018/02/14 06:59:01,2018/02/14,06:59:01,45,118,37,140,14,43,72,20,12,33,17,33,34,51,54,14.9,11.8
314,60.861000000000004,2018/02/14 07:10:41,2018/02/14,07:10:41,45,118,37,140,14,43,72,20,12,33,17,32,34,51,54,14.9,12.0
315,61.056000000000004,2018/02/14 07:22:21,2018/02/14,07:22:21,46,118,37,140,14,43,72,20,12,33,17,32,34,50,55,14.9,11.9
316,61.25,2018/02/14 07:34:01,2018/02/14,07:34:01,46,118,37,140,14,44,72,21,12,33,17,33,35,51,54,14.9,11.9
317,61.443999999999996,2018/02/14 07:45:41,2018/02/14,07:45:41,46,118,37,140,14,44,72,21,12,33,17,33,34,51,55,14.9,12.0
318,61.638999999999996,2018/02/14 07:57:21,2018/02/14,07:57:21,46,118,37,140,14,44,72,21,12,33,17,33,35,51,55,14.9,11.9
319,61.833,2018/02/14 08:09:01,2018/02/14,08:09:01,46,118,37,141,14,43,72,21,12,33,18,33,35,51,55,14.9,11.9
320,62.028,2018/02/14 08:20:41,2018/02/14,08:20:41,46,118,37,141,14,44,72,21,12,33,17,33,35,51,54,14.9,12.2
321,62.222,2018/02/14 08:32:21,2018/02/14,08:32:21,46,118,37,141,14,44,73,21,12,33,17,33,35,51,55,14.9,12.2
322,62.417,2018/02/14 08:44:01,2018/02/14,08:44:01,46,118,38,141,14,44,72,21,12,34,17,33,34,51,55,14.9,12.2
323,62.611000000000004,2018/02/14 08:55:41,2018/02/14,08:55:41,46,119,37,141,14,44,72,21,12,33,17,33,35,51,55,14.9,12.2
324,62.806000000000004,2018/02/14 09:07:21,2018/02/14,09:07:21,46,119,37,141,14,44,72,21,12,33,17,33,35,51,55,14.9,12.4
325,63.0,2018/02/14 09:19:01,2018/02/14,09:19:01,46,119,38,141,15,44,73,21,12,33,17,33,35,51,55,14.9,12.7
326,63.193999999999996,2018/02/14 09:30:41,2018/02/14,09:30:41,46,119,37,141,14,44,73,21,13,33,17,33,35,52,55,14.9,13.4
327,63.388999999999996,2018/02/14 09:42:21,2018/02/14,09:42:21,46,119,38,141,14,44,73,21,12,33,17,33,35,52,55,14.9,14.4
328,63.583,2018/02/14 09:54:01,2018/02/14,09:54:01,46,119,38,141,15,44,72,21,13,34,17,34,35,52,55,14.9,15.0
329,63.778,2018/02/14 10:05:41,2018/02/14,10:05:41,46,120,38,142,14,45,73,21,13,34,17,34,35,52,55,14.9,15.3
330,63.972,2018/02/14 10:17:21,2018/02/14,10:17:21,46,119,38,142,15,44,72,21,13,33,17,34,36,52,55,14.9,15.5
331,64.167,2018/02/14 10:29:01,2018/02/14,10:29:01,46,120,38,143,14,44,73,21,13,34,17,34,35,52,56,14.9,15.8
332,64.361,2018/02/14 10:40:41,2018/02/14,10:40:41,46,120,38,143,15,45,73,21,14,33,17,34,35,52,56,14.9,16.3
333,64.556,2018/02/14 10:52:21,2018/02/14,10:52:21,46,121,38,143,15,45,73,22,13,34,18,34,36,52,56,14.9,17.0
334,64.75,2018/02/14 11:04:01,2018/02/14,11:04:01,47,121,38,143,15,45,74,22,13,33,17,34,36,53,56,14.9,17.9
335,64.944,2018/02/14 11:15:41,2018/02/14,11:15:41,47,121,39,144,15,45,73,21,15,34,17,35,36,52,56,14.9,18.9
336,65.139,2018/02/14 11:27:21,2018/02/14,11:27:21,47,122,39,144,15,45,73,22,24,35,18,35,36,53,56,14.9,19.8
337,65.333,2018/02/14 11:39:01,2018/02/14,11:39:01,47,122,39,144,16,45,74,22,26,34,17,35,36,54,56,14.9,20.7
338,65.528,2018/02/14 11:50:41,2018/02/14,11:50:41,47,122,39,144,16,46,74,22,15,34,18,35,37,53,57,14.9,21.5
339,65.722,2018/02/14 12:02:21,2018/02/14,12:02:21,48,123,40,144,16,46,74,23,7,34,18,35,37,53,57,14.8,22.2
340,65.917,2018/02/14 12:14:01,2018/02/14,12:14:01,47,123,39,144,16,46,74,23,0,35,18,36,37,54,57,14.8,22.6
341,66.111,2018/02/14 12:25:41,2018/02/14,12:25:41,48,123,40,145,16,46,74,23,-4,35,19,36,37,54,57,14.8,23.0
342,66.306,2018/02/14 12:37:21,2018/02/14,12:37:21,48,123,40,145,16,46,74,23,-7,35,18,36,37,54,57,14.8,23.1
343,66.5,2018/02/14 12:49:01,2018/02/14,12:49:01,48,124,40,145,17,47,75,23,-6,36,19,36,37,54,58,14.8,23.1
344,66.694,2018/02/14 13:00:41,2018/02/14,13:00:41,48,125,40,144,17,46,75,23,-7,36,19,36,37,55,58,14.8,23.1
345,66.889,2018/02/14 13:12:21,2018/02/14,13:12:21,48,124,40,145,17,47,75,24,-8,36,18,36,38,55,58,14.8,23.1
346,67.083,2018/02/14 13:24:01,2018/02/14,13:24:01,48,125,40,144,17,47,75,24,-9,36,19,36,38,55,58,14.8,23.1
347,67.278,2018/02/14 13:35:41,2018/02/14,13:35:41,48,125,40,145,17,47,75,24,-10,36,19,37,38,55,58,14.8,23.0
348,67.472,2018/02/14 13:47:21,2018/02/14,13:47:21,48,126,40,144,17,47,75,24,-11,36,19,36,38,55,58,14.8,22.9
349,67.667,2018/02/14 13:59:01,2018/02/14,13:59:01,48,126,40,145,17,47,75,24,-12,36,19,37,38,55,59,14.8,22.9
350,67.861,2018/02/14 14:10:41,2018/02/14,14:10:41,48,126,40,145,17,47,75,24,-12,36,19,37,38,55,59,14.8,22.9
351,68.056,2018/02/14 14:22:21,2018/02/14,14:22:21,48,126,40,144,16,47,75,24,-13,36,19,37,38,55,59,14.8,22.8
352,68.25,2018/02/14 14:34:01,2018/02/14,14:34:01,49,126,40,144,17,47,75,24,-12,36,19,36,38,55,58,14.8,22.7
353,68.444,2018/02/14 14:45:41,2018/02/14,14:45:41,49,127,40,145,16,47,75,24,-13,36,19,37,38,55,59,14.8,22.6
354,68.639,2018/02/14 14:57:21,2018/02/14,14:57:21,49,127,40,145,17,47,76,24,-13,36,19,36,38,55,58,14.8,22.4
355,68.833,2018/02/14 15:09:01,2018/02/14,15:09:01,49,127,40,145,17,47,75,24,-13,36,19,37,38,55,59,14.8,22.3
356,69.028,2018/02/14 15:20:41,2018/02/14,15:20:41,48,127,41,144,17,47,75,23,-13,36,19,37,38,55,59,14.8,22.1
357,69.222,2018/02/14 15:32:21,2018/02/14,15:32:21,49,127,40,144,17,47,75,23,-13,36,19,36,38,55,59,14.8,21.9
358,69.417,2018/02/14 15:44:01,2018/02/14,15:44:01,49,127,40,144,17,47,76,24,-13,36,19,36,38,55,59,14.8,21.8
359,69.611,2018/02/14 15:55:41,2018/02/14,15:55:41,48,127,41,145,17,47,76,24,-14,36,19,36,38,55,59,14.8,21.7
360,69.806,2018/02/14 16:07:21,2018/02/14,16:07:21,49,127,40,144,16,47,76,23,-14,36,18,36,38,55,59,14.8,21.7
361,70.0,2018/02/14 16:19:01,2018/02/14,16:19:01,48,127,40,144,17,47,75,23,-14,36,19,36,38,55,59,14.8,21.5
362,70.194,2018/02/14 16:30:41,2018/02/14,16:30:41,48,128,40,144,16,47,76,24,-14,36,19,36,38,55,59,14.8,21.4
363,70.389,2018/02/14 16:42:21,2018/02/14,16:42:21,48,127,40,144,16,47,76,23,-14,36,18,37,38,55,59,14.9,21.2
364,70.583,2018/02/14 16:54:01,2018/02/14,16:54:01,48,127,40,145,16,47,76,23,-14,36,19,36,38,55,58,14.9,21.1
365,70.778,2018/02/14 17:05:41,2018/02/14,17:05:41,48,127,40,144,17,47,76,24,-14,36,18,36,38,55,59,14.9,20.9
366,70.972,2018/02/14 17:17:21,2018/02/14,17:17:21,48,127,40,144,16,47,76,23,-14,36,18,36,38,55,59,14.9,20.7
367,71.167,2018/02/14 17:29:01,2018/02/14,17:29:01,48,127,40,144,16,47,76,23,-14,36,19,36,38,55,59,14.9,20.6
368,71.361,2018/02/14 17:40:41,2018/02/14,17:40:41,48,128,41,144,16,47,76,23,-14,36,19,36,38,55,58,14.9,20.4
369,71.556,2018/02/14 17:52:21,2018/02/14,17:52:21,49,128,40,143,16,47,75,23,-14,36,18,36,38,55,59,14.9,20.3
370,71.75,2018/02/14 18:04:01,2018/02/14,18:04:01,48,128,40,143,16,47,76,23,-14,36,19,36,38,55,58,14.9,20.1
371,71.944,2018/02/14 18:15:41,2018/02/14,18:15:41,48,128,40,144,16,47,76,23,-14,36,18,36,38,55,58,14.9,19.9
372,72.139,2018/02/14 18:27:21,2018/02/14,18:27:21,48,128,40,144,16,47,76,23,-14,36,19,36,38,55,59,14.9,19.8
373,72.333,2018/02/14 18:39:01,2018/02/14,18:39:01,48,128,40,143,16,47,76,23,-15,36,18,36,37,55,59,14.9,19.6
374,72.528,2018/02/14 18:50:41,2018/02/14,18:50:41,48,128,40,143,16,47,76,23,-15,36,18,36,37,55,58,14.9,19.4
375,72.722,2018/02/14 19:02:21,2018/02/14,19:02:21,48,127,40,143,16,47,76,23,-15,35,18,36,38,55,59,14.9,19.2
376,72.917,2018/02/14 19:14:01,2018/02/14,19:14:01,48,128,40,144,16,47,76,23,-15,36,18,36,37,55,59,14.9,19.0
377,73.111,2018/02/14 19:25:41,2018/02/14,19:25:41,48,128,40,143,16,47,76,23,-16,35,18,36,37,55,59,14.9,18.9
378,73.306,2018/02/14 19:37:21,2018/02/14,19:37:21,48,128,40,143,16,47,76,23,-16,36,18,36,37,55,59,14.9,18.6
379,73.5,2018/02/14 19:49:01,2018/02/14,19:49:01,48,129,40,143,15,47,76,23,-16,35,19,36,37,55,59,14.9,18.4
380,73.694,2018/02/14 20:00:41,2018/02/14,20:00:41,48,128,40,143,16,47,76,23,-16,36,18,36,38,55,59,14.9,18.1
381,73.889,2018/02/14 20:12:21,2018/02/14,20:12:21,48,128,40,143,15,47,76,23,-16,35,18,36,37,55,58,14.9,17.9
382,74.083,2018/02/14 20:24:01,2018/02/14,20:24:01,48,128,40,143,15,47,76,23,-16,36,18,36,37,55,59,14.9,17.7
383,74.278,2018/02/14 20:35:41,2018/02/14,20:35:41,48,128,40,143,16,47,76,23,-16,36,18,36,37,55,59,14.9,17.6
384,74.472,2018/02/14 20:47:21,2018/02/14,20:47:21,48,128,40,143,15,47,76,23,-17,36,18,36,37,55,58,14.9,17.4
385,74.667,2018/02/14 20:59:01,2018/02/14,20:59:01,48,128,40,143,15,47,76,23,-17,35,18,35,37,55,59,14.9,17.2
386,74.861,2018/02/14 21:10:41,2018/02/14,21:10:41,48,129,40,142,15,47,76,23,-17,36,18,36,38,55,59,14.9,17.1
387,75.056,2018/02/14 21:22:21,2018/02/14,21:22:21,48,129,40,142,16,47,76,22,-17,35,18,36,37,55,59,14.9,17.0
388,75.25,2018/02/14 21:34:01,2018/02/14,21:34:01,48,128,39,142,15,47,76,22,-17,35,18,36,37,55,59,14.9,16.7
389,75.444,2018/02/14 21:45:41,2018/02/14,21:45:41,48,129,40,142,15,47,76,23,-18,35,18,36,37,55,59,14.9,16.6
390,75.639,2018/02/14 21:57:21,2018/02/14,21:57:21,48,129,40,142,16,47,76,22,-18,35,18,35,37,55,59,14.9,16.4
391,75.833,2018/02/14 22:09:01,2018/02/14,22:09:01,48,129,39,142,15,47,76,22,-18,35,18,36,37,55,59,14.9,16.4
392,76.028,2018/02/14 22:20:41,2018/02/14,22:20:41,48,128,40,143,15,46,76,22,-18,36,18,36,37,55,59,15.0,16.3
